,street,project,marketSegment,SVY21_x,SVY21_y,lat,long,avg_price_per_sqm,district,commonest_tenure
1116,CUSCADEN WALK,ANGULLIA PARK RESIDENCES @ ORCHARD,CCR,27546.33142,31772.52207,1.303613915640242,103.82924215699879,23739.917747700445,10,Freehold
1117,RIVER VALLEY ROAD,RIVER VALLEY COURT,CCR,28499.54922,30924.978,1.2959490247383867,103.83780724670679,13157.894736842105,09,Freehold
1118,LEEDON ROAD,JADE MANSION,CCR,24004.60509,32846.75884,1.3133286779042275,103.79741797055578,13596.944196523438,10,Freehold
1119,NEWTON ROAD,NEWTON IMPERIAL,CCR,28904.72278,33070.09946,1.3153487380245545,103.84144796991241,18486.111111111113,11,Freehold
1120,JALAN MUTIARA,MUTIARA CREST,CCR,27561.2447,30916.06344,1.2958684054584555,103.82937617177909,15773.648136647695,10,Freehold
1121,ST. MICHAEL'S ROAD,SUNVILLE,RCR,31429.35648,34345.79478,1.3268854958747591,103.86413321852856,11278.6704041094,12,Freehold
1122,LORONG 28 GEYLANG,ATRIUM RESIDENCES,RCR,33855.59695,32817.19374,1.313061004371447,103.88593401784627,10402.668534233748,14,Freehold
1123,JALAN AMPAS,BALESTIER REGENCY,RCR,30054.17362,34173.07483,1.3253236016049548,103.85177643907086,10291.970802919708,12,Freehold
1124,HOLLAND ROAD,HOLLAND SUITES,CCR,24219.17991,32693.16009,1.3119396123896154,103.79934605045673,15463.917525773197,10,Freehold
1125,BALESTIER ROAD,CRESCENT BUILDING,RCR,30099.93357,34002.44143,1.3237804504663324,103.85218760527145,44504.5488074748,12,Freehold
1126,DUKE'S ROAD,DUKES RESIDENCE,CCR,25586.2228,33749.36359,1.3214916806877484,103.81162952004844,19610.133252414056,10,Freehold
1127,LORONG 30 GEYLANG,GUILLEMARD EDGE,RCR,33857.30875,32700.36399,1.31200443746184,103.8859493771306,14341.625829521954,14,Freehold
1128,LINCOLN ROAD,MIRO,CCR,29008.49323,32913.62327,1.313933619394573,103.84238039467604,16227.40320354046,11,Freehold
1129,JALAN EUNOS,URBAN TREASURES,OCR,36065.47433,34620.30608,1.3293672020288612,103.90579132382312,21077.232157946462,14,Freehold
1130,LAVENDER STREET,RESIDENTIAL APARTMENTS,RCR,30946.90425,32955.02001,1.3143078722859576,103.85979798925993,7221.350078492936,12,999 yrs lease commencing from 1958
1131,POTONG PASIR AVENUE 1,THE TRE VER,RCR,31595.79282,35408.07252,1.3364923386851888,103.86562886475465,17194.81178500554,13,99 yrs lease commencing from 2018
1132,JALAN MUTIARA,MUTIARA VIEW,CCR,27461.98738,30861.59524,1.2953758126535428,103.82848430246625,17442.97628689557,10,Freehold
1133,MOULMEIN RISE,THE SPRINGS,CCR,29484.32186,33486.8411,1.319117579603243,103.84665598010103,16146.288944144204,11,Freehold
1134,CAIRNHILL CIRCLE,CAIRNHILL CREST,CCR,28615.36346,32016.63009,1.3058215398285333,103.83884790955884,20773.4957973933,09,Freehold
1135,MOUNT SINAI LANE,GLENTREES,CCR,22657.75209,33191.50779,1.3164462601101785,103.78531577001618,14715.19261000235,10,999 yrs lease commencing from 1885
1136,BALMORAL PARK,BALMORAL HILLS,CCR,27425.04606,33177.93329,1.3163239569650163,103.82815232579058,20998.66173616165,10,Freehold
1137,RANGOON ROAD,URBAN LOFTS,RCR,30291.13019,32939.08691,1.3141638348000293,103.85390553011563,14201.003614916286,08,Freehold
1138,ST. MARTIN'S DRIVE,ST MARTIN'S APARTMENT,CCR,27014.5471,32004.26435,1.3057096987756749,103.82446382139806,23125.0,10,Freehold
1139,WALSHE ROAD,CHELSEA GARDENS,CCR,27336.60298,32806.56254,1.312965409236908,103.82735762775822,17335.943026930152,10,Freehold
1140,IRRAWADDY ROAD,THE CENTRIO,RCR,29426.09912,34172.04581,1.325314331331114,103.84613285036166,14906.997398923379,12,Freehold
1141,LORONG 26 GEYLANG,28 IMPERIAL RESIDENCES,RCR,33707.7785,32675.55692,1.3117801192351743,103.88460577013967,14023.567150029427,14,Freehold
1142,MOULMEIN RISE,CITY EDGE,CCR,29480.98766,33532.80809,1.3195332889673184,103.84662602279334,16902.7542316659,11,Freehold
1143,LORONG 30 GEYLANG,33 RESIDENCES,RCR,33922.22456,32697.75555,1.3119808352484126,103.88653267692324,17287.84583980663,14,Freehold
1144,LORONG 8 GEYLANG,ASTON LODGE,RCR,32869.72398,32493.14683,1.310130611077321,103.87707541196447,9247.472527472528,14,Freehold
1145,ARDMORE PARK,HERITAGE APARTMENTS,CCR,27528.4405,32331.11629,1.30866564462706,103.82908139031034,29931.972789115647,10,Freehold
1146,LORONG 20 GEYLANG,# 1 SUITES,RCR,33362.5959,32743.01999,1.3123902932368443,103.88150414750599,10997.963168167431,14,Freehold
1147,BALESTIER ROAD,BALESTIER POINT,RCR,30075.83505,33883.46474,1.3227044690636809,103.8519710591582,11481.518222570412,12,Freehold
1148,FARRER ROAD,THE LEVELZ,CCR,24848.04954,32869.26739,1.3135323352883315,103.80499673505098,17121.0031101449,10,Freehold
1149,MOONSTONE LANE,MOONSTONE VIEW,RCR,31593.75848,34388.77399,1.3272741656244753,103.86561046510181,12361.916409973981,12,Freehold
1150,NEWTON ROAD,NEWTON ONE,CCR,28682.68054,32926.47488,1.3140498537608183,103.83945280517106,20171.152563221716,11,Freehold
1151,LORONG 32 GEYLANG,CASA EMERALD,RCR,33998.74241,32713.90177,1.312126841093435,103.88722023032675,8810.250242300499,14,Freehold
1152,LEONIE HILL,LEONIE TOWERS,CCR,27848.60442,31057.8065,1.29715028257346,103.83195822332915,17978.593885878658,09,Freehold
1153,DAISY ROAD,DAISY SUITES,OCR,31907.3104,36221.5126,1.3438487620419683,103.86842813541001,13123.851959633113,13,Freehold
1154,JERVOIS ROAD,LOTUS AT JERVOIS,CCR,26910.83113,30579.02487,1.2928203311958921,103.82353193431014,25245.3653217012,10,Freehold
1155,ST. MARTIN'S DRIVE,TANGLIN RESIDENCES,CCR,26954.08974,32045.26088,1.306080454953176,103.82392058220924,20264.634009833233,10,Freehold
1156,CHANGI ROAD,THE CHAMPAGNE,OCR,36608.12044,33368.7654,1.3180485723327287,103.910666945518,10449.13887481171,14,Freehold
1157,MEYAPPA CHETTIAR ROAD,THE ADDITION,RCR,31774.06259,34773.8691,1.330756807019079,103.86723064346755,19035.004821574243,13,Freehold
1158,DRAYCOTT PARK,ONE DRAYCOTT,CCR,27710.32142,32488.01762,1.310084607175084,103.83071567636303,33740.10858505564,10,Freehold
1159,KIM KEAT CLOSE,BLISS LOFT,RCR,30182.47294,33941.51583,1.3232294551340282,103.85292926130033,11887.53697667439,12,Freehold
1160,HOOT KIAM ROAD,RESIDENTIAL APARTMENTS,CCR,27631.02859,30983.96379,1.2964824732500573,103.83000320962194,14031.91489361702,10,Freehold
1161,SIXTH AVENUE,DYNASTY GARDEN,CCR,23455.165,33921.40871,1.3230473528830071,103.79248082073255,14140.18691588785,10,Freehold
1162,QUEEN'S ROAD,THE ASANA,CCR,25523.53133,33792.98127,1.3218861385176,103.81106620069693,27081.924963786074,10,Freehold
1163,HOLLAND PARK,HOLLANDSWOOD COURT,CCR,24696.45786,32478.95786,1.3100024981700624,103.80363465007186,7842.80303030303,10,99 yrs lease commencing from 1975
1164,MOULMEIN RISE,1 MOULMEIN RISE,CCR,29528.57087,33483.39034,1.3190863699759963,103.8470535802043,19197.39553300273,11,Freehold
1165,MARTIN PLACE,MARTIN PLACE RESIDENCES,CCR,28527.48424,30727.28191,1.2941611303612555,103.83805825172497,23578.20962272408,09,Freehold
1166,SOMMERVILLE WALK,R MAISON,OCR,32065.34953,36163.44175,1.3433235690596181,103.86984820496625,13722.884805424885,13,Freehold
1167,JALAN RAMA RAMA,DE ROYALE,RCR,29772.07937,34512.52358,1.3283934735304963,103.84924168947971,13654.326373474092,12,Freehold
1168,OPAL CRESCENT,OPAL SUITES,RCR,31781.58452,34415.86632,1.327519156279333,103.867298187977,14324.471894020768,12,Freehold
1169,LORONG 27 GEYLANG,THE CENTREN,RCR,33591.49916,32914.38291,1.3139399976947777,103.88356098657908,12489.307047955315,14,Freehold
1170,JALAN NOVENA BARAT,NOVENA COURT,CCR,28962.3183,33831.08466,1.3222308174660922,103.84196551843335,13946.524261871991,11,Freehold
1171,MOULMEIN ROAD,NOVENA SUITES,CCR,29270.55592,33459.21406,1.3188677400228075,103.84473518126143,19508.509104779267,11,Freehold
1172,LORONG 12 GEYLANG,SUMMER VIEW,RCR,33024.16422,32667.69663,1.31170915263444,103.87846316043513,6932.511133949983,14,Freehold
1173,CAIRNHILL ROAD,THE LAURELS,CCR,28509.97603,31900.18038,1.3047684115971403,103.83790095199149,27712.782944348157,09,Freehold
1174,SHANGHAI ROAD,CHARLESTON,CCR,27387.90271,30855.69979,1.2953224949072106,103.82781861968505,17390.873015873018,10,Freehold
1175,SARKIES ROAD,THE HERMITAGE,CCR,28396.05469,32985.74637,1.314585889204991,103.8368773293405,19913.724183877413,10,Freehold
1176,MEYAPPA CHETTIAR ROAD,APARTMENT 8,RCR,31774.06259,34773.8691,1.330756807019079,103.86723064346755,17357.311313432787,13,Freehold
1177,SERANGOON ROAD,REGENT RESIDENCES,RCR,31476.41181,34052.54118,1.3242334091405106,103.8645560030881,15742.353438158889,12,Freehold
1178,BALESTIER ROAD,WAI WING CENTRE,RCR,29522.85352,34272.99383,1.3262272648034097,103.8470022459244,9647.916666666666,12,Freehold
1179,THOMSON ROAD,THOMSON EURO-ASIA,CCR,29264.64349,33369.75749,1.3180587266698658,103.8446820513569,19674.338624338627,11,Freehold
1180,LORONG 6 GEYLANG,TORIEVILLE,RCR,32847.76634,32452.86468,1.3097663170841944,103.87687810566466,9373.152850732251,14,Freehold
1181,MARNE ROAD,STUDIOS @ MARNE,RCR,30627.13408,32801.0709,1.3129156399660733,103.85692468129861,14237.23654600125,08,Freehold
1182,IRRAWADDY ROAD,IRESIDENCES,RCR,29369.25437,34166.51848,1.3252643467185763,103.84562206932452,15791.227544281117,12,Freehold
1183,RACE COURSE ROAD,SOHO 188,RCR,30221.04352,32610.48421,1.3111920732620475,103.8532757428052,16595.91499713856,08,Freehold
1184,SIXTH AVENUE,SIXTH AVENUE VILLE,CCR,23761.3232,34638.65378,1.329533906080191,103.79523171528032,16414.971509954965,10,Freehold
1185,SOPHIA ROAD,SOPHIA RESIDENCE,CCR,29731.92417,31465.60087,1.3008381835309766,103.8488807024288,16708.25716834151,09,Freehold
1186,BOON TECK ROAD,D'MIRA,RCR,29840.2238,34415.76138,1.3275183864413536,103.84985399893738,13792.319814113791,12,Freehold
1187,EVELYN ROAD,10 EVELYN,CCR,28802.98961,33159.24242,1.3161549182936059,103.84053384835337,27815.168205588518,11,Freehold
1188,MARTABAN ROAD,ECOVILLE,RCR,29955.55901,34007.93601,1.3238301510866302,103.85089032302918,13130.52174102049,12,Freehold
1189,BALMORAL CRESCENT,BALMORAL RESIDENCES,CCR,28242.47773,33126.71578,1.3158607683627959,103.8354973643611,17498.798949779342,10,Freehold
1190,RIVER VALLEY ROAD,RV POINT,CCR,28982.30755,30687.45414,1.293800931040539,103.84214503325825,21465.53347427766,09,999 yrs lease commencing from 1841
1191,JALAN TAMAN,ST MICHAEL'S PLACE,RCR,31545.65345,34143.4143,1.3250552253979826,103.8651781867752,11655.345887560043,12,Freehold
1192,EWE BOON ROAD,CHATEAU LE FAME,CCR,27545.59933,33206.93287,1.3165862209522643,103.82923555775548,15954.193546408638,10,Freehold
1193,DALVEY ESTATE,D' DALVEY,CCR,26692.00329,33717.6014,1.3212045020418899,103.82156554112098,18115.877620895077,10,Freehold
1194,PEGU ROAD,THE TIER,RCR,29970.15342,33918.61501,1.3230223626538145,103.85102145588435,15832.186091828034,12,Freehold
1195,HOLLAND HILL,RESIDENTIAL APARTMENTS,CCR,24572.1187,32385.79346,1.309159938738874,103.80251741278315,13581.638489553385,10,Freehold
1196,BALMORAL ROAD,BALMORAL POINT,CCR,27985.00434,33190.71392,1.3164395458806524,103.83318383549567,15957.446808510638,10,Freehold
1197,RIDLEY PARK,TANGLIN PARK,CCR,26010.59292,31407.055,1.3003086996953106,103.81544285922635,20832.000621625128,10,Freehold
1198,CORNWALL GARDENS,THE CORNWALL,CCR,24365.81201,32749.7173,1.312451113417911,103.80066360523675,18896.64629355942,10,Freehold
1199,KALLANG ROAD,THE RIVERINE BY THE PARK,RCR,31995.51306,32438.66721,1.309638042317852,103.86922019681138,17292.726800367866,12,Freehold
1200,NATHAN ROAD,NATHAN RESIDENCES,CCR,27326.93551,30772.44679,1.2945695827927577,103.82727080474744,18975.57252688831,10,Freehold
1201,ROBIN ROAD,ONE ROBIN,CCR,27486.19968,33464.74218,1.3189177563309662,103.82870181735247,17103.88812935044,10,Freehold
1202,ROBERTSON QUAY,THE QUAYSIDE,CCR,28651.44865,30277.06127,1.2900894907912448,103.8391721158956,15061.834560866982,09,99 yrs lease commencing from 1994
1203,DRAYCOTT PARK,RESIDENTIAL APARTMENTS,CCR,27710.32142,32488.01762,1.310084607175084,103.83071567636303,44433.47321648975,10,Freehold
1204,DERBYSHIRE ROAD,ADRIA,CCR,29440.09352,33191.47056,1.316446354959511,103.84625855178767,19213.373801237427,11,Freehold
1205,ROBIN ROAD,ROBIN REGALIA,CCR,27447.89978,33220.46705,1.3167086176882883,103.82835767731576,18267.893616656085,10,Freehold
1206,SIMS DRIVE,SIMS URBAN OASIS,RCR,33307.06278,33529.9945,1.3195074199446093,103.88100529027756,15587.591755598256,14,99 yrs lease commencing from 2014
1207,LORONG MELAYU,M SUITES,OCR,36487.87646,33945.77907,1.3232669088808178,103.90958665151896,17768.513842659715,14,Freehold
1208,CLAYMORE HILL,CLAYMORE PLAZA,CCR,27810.05049,32126.43159,1.306814551390721,103.83161179274622,19511.1510593162,09,Freehold
1209,PETAIN ROAD,RESIDENCES @ SOMME,RCR,30826.71432,32645.68288,1.3115103480060408,103.85871799441972,13612.78863356411,08,Freehold
1210,KELLOCK ROAD,MELROSE PARK,CCR,27677.88479,30638.49704,1.293358193957923,103.83042423664986,19255.500489016264,10,999 yrs lease commencing from 1877
1211,RIVER VALLEY CLOSE,STARLIGHT SUITES,CCR,28440.51149,30677.99358,1.2937153853763046,103.83727676352177,21050.28353821542,09,Freehold
1212,RIVER VALLEY ROAD,RV ALTITUDE,CCR,28207.09951,30989.84474,1.2965356600199094,103.83517945903097,30087.94924693896,09,Freehold
1213,GRANGE GARDEN,THE GRANGE,CCR,26990.02346,31535.62219,1.3014714634124733,103.82424348015874,26571.854145853347,10,Freehold
1214,LORONG 30 GEYLANG,COSY 23,RCR,33917.73503,32763.7492,1.3125776591367762,103.88649234890158,8368.819776714514,14,Freehold
1215,JALAN DAUD,THE HELICONIA,OCR,36411.47504,34287.01524,1.3263529465201742,103.90890023813304,10601.752558236338,14,Freehold
1216,GOLDHILL AVENUE,GOLDHILL TOWERS,CCR,28021.53513,33654.54595,1.3206342788794068,103.83351208352326,17274.305555555555,11,Freehold
1217,LORONG 22 GEYLANG,PRIME RESIDENCE,RCR,33469.70322,32610.27923,1.3111898142434903,103.88246653593798,12780.565791843988,14,Freehold
1218,JALAN RAJA UDANG,THE ARTE,RCR,29013.10256,34527.83343,1.3285319651031011,103.84242186485942,13958.071287965598,12,Freehold
1219,JALAN MERLIMAU,NOVENA LODGE,CCR,28869.71311,33979.33213,1.3235715179182346,103.84113341597177,15988.1875658588,11,Freehold
1220,RIVER VALLEY ROAD,RIVER VALLEY APARTMENTS,CCR,27512.33811,30854.443,1.295311131140732,103.82893672572834,13991.876820640866,10,Freehold
1221,CHANCERY LANE,VILLA CHANCERY,CCR,28604.49855,33978.13951,1.3235607386749408,103.83875032146037,18402.591664345702,11,Freehold
1222,LORONG MARZUKI,VICENTA LODGE,OCR,36505.27937,33650.72834,1.3205985719442548,103.90974294423657,9989.859481384905,14,Freehold
1223,KIM YAM ROAD,WATERFORD RESIDENCE,CCR,28682.64483,30727.61222,1.2941641145696523,103.83945243627484,17388.58122093183,09,999 yrs lease commencing from 1841
1224,LORONG 25A GEYLANG,RESIDENTIAL APARTMENTS,RCR,33569.00603,33153.57429,1.3161031633377602,103.88335891771005,11466.312056737588,14,Freehold
1225,MAKEWAY AVENUE,NEWTON EDGE,CCR,28975.85227,32754.04846,1.3124904821996413,103.84208709432419,18877.589328155642,09,Freehold
1226,CLAYMORE DRIVE,ORCHARD TOWERS,CCR,27558.57812,32209.1217,1.3075623690151112,103.82935219305647,14180.327868852459,09,Freehold
1227,MACKENZIE ROAD,MACKENZIE 138,CCR,29524.34388,32140.02679,1.3069374646791474,103.84701553245945,17098.61111111111,09,Freehold
1228,BOON TECK ROAD,KINGSLEY MANSIONS,RCR,29843.11808,34379.9792,1.3271947849094843,103.84988000347852,10714.285714285714,12,Freehold
1229,LORONG MELAYU,PALMERA EAST,OCR,36544.12569,33682.0719,1.3208820209433412,103.91009200714176,14721.358829494424,14,Freehold
1230,SHAN ROAD,LE SHANTIER,RCR,29471.63204,34232.70582,1.325862916821897,103.84654199115448,11613.588110403398,12,Freehold
1231,DEVONSHIRE ROAD,THE ABODE AT DEVONSHIRE,CCR,28487.25077,31111.79021,1.2976384888449912,103.83769674266681,19641.1620294599,09,Freehold
1232,BHAMO ROAD,NOVA 88,RCR,29797.51573,34107.08642,1.3247268419953067,103.84947022544246,14389.160241311816,12,Freehold
1233,LORONG 33 GEYLANG,SIMS MEADOWS,RCR,34090.73505,33010.97301,1.3148134292500528,103.88804688762443,9366.738332660092,14,Freehold
1234,ROBIN DRIVE,ROBIN RESIDENCES,CCR,27414.99461,33499.51676,1.3192322440625077,103.82806200229065,25827.452762017005,10,Freehold
1235,LORONG 35 GEYLANG,CENTRA LOFT,RCR,34127.47094,33011.41725,1.314817439496313,103.88837697800247,14066.34117729645,14,Freehold
1236,FARRER DRIVE,SOMMERVILLE PARK,CCR,25051.76203,32677.40385,1.3117972095376274,103.80682721132717,17640.2613082912,10,Freehold
1237,KENG LEE ROAD,THE MERLOT,RCR,29448.48783,32947.37743,1.3142388625392631,103.84633396750678,13997.263914946841,08,Freehold
1238,NEWTON ROAD,TRILIGHT,CCR,28708.82364,33022.09607,1.314914617451499,103.83968771618254,20666.608323961715,11,Freehold
1239,GRANGE ROAD,GRANGE RESIDENCES,CCR,26813.73785,31856.95776,1.3043775028426732,103.82265946147584,27904.014275438498,10,Freehold
1240,WILKIE ROAD,JIA,CCR,29581.8769,31643.37385,1.3024459077170785,103.84753246875967,13063.557637818163,09,Freehold
1241,BALMORAL CRESCENT,THE TWINS,CCR,28141.52462,33003.53386,1.3147467551974406,103.83459024897333,16106.775251668363,10,Freehold
1242,ALJUNIED ROAD,AVANT RESIDENCES,RCR,33458.17678,32869.64038,1.3135353861432826,103.88236301094122,16925.107555074705,14,99 yrs lease commencing from 2012
1243,MAR THOMA ROAD,BEACON HEIGHTS,RCR,31207.79592,34289.35365,1.3263750864709583,103.86214237025662,12064.237986095923,12,999 yrs lease commencing from 1882
1244,FOO KIM LIN ROAD,TROPIKA EAST,OCR,36184.98356,34579.39548,1.3289971894107382,103.90686516877625,14230.490976862531,14,Freehold
1245,EMERALD HILL ROAD,RESIDENCES AT EMERALD HILL,CCR,28639.14014,31967.99889,1.3053817359136335,103.83906155322532,25129.87012987013,09,Freehold
1246,PENHAS ROAD,RESIDENTIAL APARTMENTS,RCR,31225.02331,32419.23456,1.3094623904354818,103.86229697233688,11198.120039936204,08,Freehold
1247,DAISY ROAD,CLYDESWOOD,OCR,31667.85917,36282.75835,1.3444026769125583,103.86627652838384,10853.943759858985,13,Freehold
1248,KAMPONG EUNOS,EUNOS PARK,OCR,36097.27981,33414.67557,1.318463906528491,103.90607679570387,9742.8593301202,14,Freehold
1249,MERGUI ROAD,MERGUI MANSIONS,RCR,30043.69678,33271.436,1.3171694998915753,103.85168223917971,10377.99792504517,08,Freehold
1250,GEYLANG EAST AVENUE 2,SIMSVILLE,RCR,34181.73154,33237.97677,1.3168663519589228,103.88886458185677,10558.910646781545,14,99 yrs lease commencing from 1994
1251,EVELYN ROAD,RESIDENCES @ EVELYN,CCR,28687.15025,33149.20804,1.3160641737103957,103.83949297268828,20504.514427149683,11,Freehold
1252,CAIRNHILL ROAD,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CCR,28318.7937,32260.96945,1.3080312633363622,103.8361830931497,38555.1315260341,09,Freehold
1253,LORONG 34 GEYLANG,RESIDENTIAL APARTMENTS,RCR,34088.95529,32820.74342,1.3130930611273384,103.88803085817496,9878.048780487805,14,Freehold
1254,KILLINEY ROAD,KILLINEY 118,CCR,28566.41377,31148.22678,1.2979680070285151,103.83840805784999,20704.68706545728,09,Freehold
1255,LORONG 33 GEYLANG,EN FU MANSIONS,RCR,34034.52828,33090.30694,1.3155309080659172,103.88754185724477,8598.925946862635,14,Freehold
1256,ANDERSON ROAD,NOUVEL 18,CCR,27444.30271,32571.48506,1.3108394535979777,103.82832536749517,34496.825158324034,10,Freehold
1257,NEWTON ROAD,NEWTON 18,CCR,28871.6396,32953.50101,1.3142942637718933,103.84115069756538,19053.57486046581,11,Freehold
1258,CHANGI ROAD,SUITES@CHANGI,RCR,35949.43357,33257.37522,1.3170413775464185,103.90474828151163,14155.051428402432,14,Freehold
1259,WHITLEY ROAD,VILLA DES FLORES,CCR,28421.19462,34112.84342,1.3247789562558552,103.83710323957787,13182.290380315048,11,Freehold
1260,RACE COURSE ROAD,RACE COURSE 138,RCR,30112.44693,32458.60192,1.3098185111112655,103.85229993897016,10547.399300824962,08,Freehold
1261,PROME ROAD,NOVA 48,RCR,29757.821,34142.3847,1.3250460694512574,103.84911354895631,13353.786467394644,12,Freehold
1262,RIVER VALLEY ROAD,THE VERV @ RV,CCR,28153.09359,30973.86215,1.296391119406641,103.8346941921133,19293.394777265745,09,Freehold
1263,LORONG MELAYU,D'OASIA,OCR,36562.49491,33547.98721,1.3196694023624818,103.9102570267992,12650.551470588236,14,Freehold
1264,ARDMORE PARK,LE NOUVEL ARDMORE,CCR,27398.45488,32525.54501,1.310423987129363,103.8279134032356,45475.662594660644,10,Freehold
1265,GUILLEMARD ROAD,RESIDENTIAL APARTMENTS,RCR,33012.76469,32447.21429,1.3097151906022975,103.87836069447104,8032.808025692975,14,Freehold
1266,FARRER ROAD,WATERFALL GARDENS,CCR,24834.57935,32661.6733,1.3116549264436952,103.80487571992043,17521.86571598336,10,Freehold
1267,CHERRY AVENUE,VILLA AZURA,CCR,23502.35908,34838.64936,1.3313425575771327,103.79290474985731,15283.675734575467,10,Freehold
1268,LEONIE HILL,LEONIE GARDENS,CCR,27931.58059,31204.13525,1.2984736286048995,103.83270380040483,15066.90936380472,09,99 yrs lease commencing from 1990
1269,OXLEY RISE,HOLLYWOOD APARTMENTS,CCR,29079.68501,30961.65387,1.2962806937399747,103.84302002084326,16657.608695652172,09,Freehold
1270,CLEMENCEAU AVENUE NORTH,CAVENAGH HOUSE,CCR,28814.33296,32246.75485,1.307902702443032,103.84063575018273,17224.428895621815,09,Freehold
1271,STEVENS ROAD,LOFT @ STEVENS,CCR,27210.40368,33345.51165,1.3178394716681907,103.82622365064056,20157.081268244576,10,Freehold
1272,JALAN MASJID,BLISS RESIDENCES,OCR,36770.68427,33598.79145,1.3201287985926877,103.91212772921975,12646.824017754068,14,Freehold
1273,NEWTON ROAD,NEWTON 21,CCR,28794.86743,33020.56399,1.3149007597601203,103.840460862885,18764.969761378972,11,Freehold
1274,LORONG 35 GEYLANG,FUYUEN COURT,RCR,34191.09811,33134.11993,1.3159271059331517,103.8889487244165,9161.525536932024,14,Freehold
1275,CHANCERY HILL ROAD,VILLA CHANCERITA,CCR,28556.06681,34196.62913,1.3255366824172332,103.83831514035292,15001.188354129532,11,Freehold
1276,HOLT ROAD,SEVEN HOLT ROAD,CCR,27160.8042,30678.93053,1.2937238505867643,103.82577804584118,16052.050396136015,10,Freehold
1277,TEO KIM ENG ROAD,CASCATA,OCR,36378.76119,34513.59216,1.3284020352193346,103.90860634860272,11072.598842018197,14,Freehold
1278,OXLEY ROAD,OXLEY RESIDENCE,CCR,28910.50142,31013.36584,1.296748363996314,103.8414998338699,22466.53019984458,09,Freehold
1279,LORONG 27A GEYLANG,SIMS GREEN,RCR,33678.83931,32961.8711,1.3143694479487311,103.88434578987349,8660.370491373593,14,99 yrs lease commencing from 2001
1280,SHELFORD ROAD,18 SHELFORD,CCR,25720.02672,34393.77568,1.3273195255760326,103.81283177077871,17784.682012898367,11,Freehold
1281,ORCHARD ROAD,DELFI ORCHARD,CCR,27460.25487,32166.62632,1.3071780542132274,103.8284687125026,20000.0,09,Freehold
1282,SCOTTS ROAD,SCOTTS SQUARE,CCR,27972.85919,32014.18459,1.3057994296618438,103.83307470623757,34978.69704461415,09,Freehold
1283,LORONG 40 GEYLANG,PARK 1 SUITES,RCR,34235.43208,32925.75156,1.3140426878974527,103.88934704540893,14784.072889590156,14,Freehold
1284,NASSIM HILL,19 NASSIM,CCR,26665.60779,32098.67077,1.306563464049998,103.82132843357053,37684.88833072401,10,99 yrs lease commencing from 2019
1285,LORONG 3 TOA PAYOH,TREVISTA,RCR,29497.64495,35585.27344,1.3380950575574184,103.84677579753769,14706.233163720659,12,99 yrs lease commencing from 2008
1286,SCOTTS ROAD,REIGNWOOD HAMILTON SCOTTS,CCR,28294.67348,32634.99277,1.31141379856883,103.8359663649591,31132.088541666668,09,Freehold
1287,PECK HAY ROAD,CITYVISTA RESIDENCES,CCR,28474.21849,32383.9502,1.3091434558873418,103.83757966114396,20466.015102284236,09,Freehold
1288,HOLLAND ROAD,THE HOLLAND COLLECTION,CCR,25145.48397,32354.93401,1.3088809151743466,103.80766937866352,17985.061664061144,10,Freehold
1289,MAKEWAY AVENUE,THE ATELIER,CCR,28923.37452,32797.36171,1.312882193559863,103.84161555708411,31502.87834176606,09,Freehold
1290,SING JOO WALK,JOOL SUITES,RCR,30403.95286,33054.66327,1.31520905791369,103.85491930717863,15226.613996166383,08,Freehold
1291,CAIRNHILL ROAD,TRENDALE TOWER,CCR,28283.66059,32439.51414,1.3096459588952767,103.83586740696221,17114.093959731545,09,Freehold
1292,DAKOTA CRESCENT,DAKOTA RESIDENCES,RCR,33980.7023,32076.141,1.3063591636500222,103.88705800833768,15322.251789532103,14,99 yrs lease commencing from 2007
1293,ZION CLOSE,MILL POINT,CCR,27690.29264,30580.75145,1.2928359632649835,103.83053572704833,19364.058410587775,10,999 yrs lease commencing from 1877
1294,CUSCADEN WALK,3 CUSCADEN,CCR,27562.58045,31807.84006,1.3039333193349505,103.82938816155794,38849.219886334366,10,Freehold
1295,BALMORAL ROAD,VENTUNO BALMORAL,CCR,27959.60447,33137.57527,1.3159589786713881,103.8329556048172,16912.66132752427,10,Freehold
1296,MARTIN ROAD,MARTIN EDGE,CCR,28470.83326,30525.42606,1.2923356179115757,103.8375492153252,16325.431034482757,09,Freehold
1297,LORONG SALLEH,SUNNY LODGE,OCR,36196.28487,34069.11893,1.3243824296772055,103.9069665807909,14882.603868236052,14,Freehold
1298,MAR THOMA ROAD,MAR THOMA MANSIONS,RCR,31324.11312,34459.31803,1.3279121714903173,103.86318756190518,9195.878977569118,12,999 yrs lease commencing from 1882
1299,ENG NEO AVENUE,ORCHID APARTMENTS,CCR,24154.58706,35167.55955,1.3343171939302665,103.79876534224495,14972.222222222224,11,Freehold
1300,HOLLAND AVENUE,WILLYN VILLE,CCR,23897.86535,32684.47333,1.311861011271425,103.79645888258204,18646.89843217451,10,Freehold
1301,RANGOON ROAD,R66 APARTMENTS,RCR,30345.32971,32911.0768,1.3139105171855192,103.85439253777477,13715.535028578506,08,Freehold
1302,SING JOO WALK,8 FARRER SUITES,RCR,30380.57438,33030.3937,1.3149895743260878,103.85470923789565,18159.930726951727,08,Freehold
